# source lat long PCM_LABELS
6902563_039.BirgitKLEIN 40.883 294.636 0
6902563_040.BirgitKLEIN 40.803 294.294 2
6902563_041.BirgitKLEIN 40.479 293.567 0
6902564_008.BirgitKLEIN 42.023 295.785 2
6902564_009.BirgitKLEIN 42.129 296.368 2
6902564_010.BirgitKLEIN 41.816 295.891 2
6902564_011.BirgitKLEIN 41.439 296.148 3
6902564_012.BirgitKLEIN 40.723 295.702 3
6902564_013.BirgitKLEIN 41.220 295.685 2
6902564_014.BirgitKLEIN 41.107 296.692 2
6902564_015.BirgitKLEIN 41.153 296.973 2
6902564_016.BirgitKLEIN 40.654 296.237 2
6902564_022.BirgitKLEIN 40.581 295.097 3
6902564_031.BirgitKLEIN 41.518 299.612 2
6902564_032.BirgitKLEIN 41.607 298.935 2
6902564_033.BirgitKLEIN 41.485 298.073 2
6902564_034.BirgitKLEIN 41.666 297.872 0
6902564_035.BirgitKLEIN 41.687 296.747 0
6902564_036.BirgitKLEIN 41.255 296.540 0
6902564_037.BirgitKLEIN 41.334 296.318 0
6902564_038.BirgitKLEIN 41.363 295.763 0
6902564_039.BirgitKLEIN 41.153 294.854 0
6902564_040.BirgitKLEIN 40.907 294.248 0
6902564_041.BirgitKLEIN 40.817 293.840 0
6902564_042.BirgitKLEIN 40.322 292.996 2
6902564_043.BirgitKLEIN 40.006 292.044 2
6902564_101.BirgitKLEIN 40.840 299.434 0
6902564_102.BirgitKLEIN 40.564 299.378 1
6902566_008.BirgitKLEIN 41.800 295.278 2
6902566_009.BirgitKLEIN 41.099 295.642 3
6902566_010.BirgitKLEIN 40.592 294.645 3
6902566_011.BirgitKLEIN 41.535 294.658 2
6902566_012.BirgitKLEIN 41.725 294.689 2
6902566_013.BirgitKLEIN 41.654 294.570 2
6902566_014.BirgitKLEIN 41.746 294.781 2
6902566_015.BirgitKLEIN 41.667 294.810 2
6902566_016.BirgitKLEIN 41.790 295.339 0
6902566_017.BirgitKLEIN 41.235 295.728 2
6902566_018.BirgitKLEIN 40.224 296.452 2
6902566_019.BirgitKLEIN 40.096 297.191 2
6902566_030.BirgitKLEIN 41.767 299.945 2
6902566_031.BirgitKLEIN 41.572 299.410 2
6902566_032.BirgitKLEIN 41.457 298.393 2
6902566_033.BirgitKLEIN 41.577 298.316 2
6902566_034.BirgitKLEIN 41.398 298.559 2
6902566_035.BirgitKLEIN 41.318 298.966 0
6902566_036.BirgitKLEIN 41.489 299.206 0
6902566_037.BirgitKLEIN 41.705 299.385 0
6902566_038.BirgitKLEIN 41.751 298.344 0
6902566_039.BirgitKLEIN 41.573 298.136 0
6902566_040.BirgitKLEIN 41.809 298.334 0
6902566_041.BirgitKLEIN 41.865 297.814 2
6902566_042.BirgitKLEIN 42.091 297.823 2
6902566_043.BirgitKLEIN 42.063 298.513 2
6902566_044.BirgitKLEIN 42.210 298.650 2
6902566_045.BirgitKLEIN 42.250 298.223 2
6902566_046.BirgitKLEIN 41.588 298.081 2
6902566_047.BirgitKLEIN 41.349 297.541 2
6902566_048.BirgitKLEIN 41.325 297.884 2
6902566_049.BirgitKLEIN 40.258 298.978 2
6902636_008.BirgitKLEIN 42.152 295.174 0
6902636_009.BirgitKLEIN 41.730 294.733 0
6902636_010.BirgitKLEIN 41.337 294.356 0
6902636_011.BirgitKLEIN 40.874 293.862 0
6902636_012.BirgitKLEIN 40.013 293.007 0
4900136_069.BlairGreenan 42.414 299.718 0
4900136_070.BlairGreenan 42.168 299.172 0
4900136_071.BlairGreenan 41.896 298.534 0
4900136_072.BlairGreenan 41.556 297.981 0
4900136_073.BlairGreenan 41.316 298.170 0
4900136_074.BlairGreenan 40.687 298.476 0
4900136_075.BlairGreenan 40.999 298.725 0
4900136_076.BlairGreenan 41.045 299.395 0
4900136_077.BlairGreenan 40.873 298.904 0
4900136_078.BlairGreenan 40.383 298.372 3
4900249_008.BlairGreenan 40.053 293.148 0
4900878_014.BlairGreenan 40.133 295.841 2
4900878_015.BlairGreenan 40.288 295.729 2
4900878_016.BlairGreenan 40.468 296.729 2
4900881_008.BlairGreenan 41.987 295.711 0
4900881_009.BlairGreenan 41.945 295.597 0
4900881_010.BlairGreenan 41.895 295.299 0
4900881_011.BlairGreenan 41.715 295.410 0
4900881_012.BlairGreenan 41.452 295.534 0
4900881_013.BlairGreenan 41.367 295.187 0
4900881_014.BlairGreenan 41.208 294.462 0
4900881_015.BlairGreenan 40.560 293.740 0
4900881_016.BlairGreenan 40.034 292.934 0
4900881_035.BlairGreenan 40.487 295.518 0
4900881_036.BlairGreenan 40.224 295.248 0
4900881_120.BlairGreenan 40.149 295.576 2
4900881_121.BlairGreenan 40.053 296.748 2
4900882_057.BlairGreenan 42.479 299.687 0
4900882_058.BlairGreenan 42.203 299.858 0
4900882_059.BlairGreenan 41.929 299.658 0
4900882_061.BlairGreenan 41.489 299.409 2
4900882_062.BlairGreenan 41.809 298.613 0
4900882_063.BlairGreenan 41.797 299.221 0
4900882_064.BlairGreenan 41.078 298.535 0
4900882_065.BlairGreenan 41.278 299.566 0
4900882_067.BlairGreenan 41.707 298.579 0
4900882_068.BlairGreenan 41.749 299.339 0
4900882_069.BlairGreenan 41.449 298.620 0
4900882_070.BlairGreenan 41.999 298.941 0
4900882_071.BlairGreenan 41.666 299.860 0
4900882_072.BlairGreenan 41.566 298.013 0
4900882_073.BlairGreenan 40.734 296.401 0
4901078_015.BlairGreenan 43.050 299.897 0
4901078_016.BlairGreenan 43.159 299.706 0
4901078_017.BlairGreenan 42.966 299.255 0
